교습형태,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교습소명,교습소주소,분야구분,교습계열,교습과정,2016(1),2016(2),2016(3),2016(4),2016(5),2016(6),2016(7),2016(8),2016(9),2016(10),2016(11),2016(12),2017(1),2017(2),2017(3),2017(4),2017(5),2017(6),2017(7),2017(8),2017(9),2017(10),2017(11),2017(12),2018(1),2018(2),2018(3),2018(4),2018(5),2018(6),2018(7),2018(8),2018(9),2018(10),2018(11),2018(12)
에이탑영어교습소,"서울특별시 관악구 은천로 93 , 벽산블루밍@상가 501-410 (봉천동,벽산블루밍)",입시.검정 및 보습,보통교과,보습," 4,794,000 "," 6,751,000 "," 1,646,000 "," 4,077,000 "," 6,020,000 "," 6,216,000 "," 2,467,000 "," 2,641,000 "," 2,188,000 "," 2,638,000 "," 3,528,000 "," 5,990,000 "," 2,703,000 "," 2,263,000 "," 5,920,000 "," 6,953,000 "," 978,000 "," 6,638,000 "," 4,111,000 "," 4,294,000 "," 1,438,000 "," 6,621,000 "," 6,258,000 "," 3,603,000 "," 182,000 "," 5,776,000 "," 6,631,000 "," 3,588,000 "," 2,308,000 "," 1,016,000 "," 2,336,000 "," 1,700,000 "," 187,000 "," 3,893,000 "," 4,972,000 "," 2,507,000 "
에이탑영어교습소,"서울특별시 관악구 은천로 93 , 벽산블루밍@상가 501-410 (봉천동,벽산블루밍)",입시.검정 및 보습,보통교과,보습," 1,750,000 "," 4,120,000 "," 4,479,000 "," 5,948,000 "," 5,616,000 "," 1,985,000 "," 2,152,000 "," 5,894,000 "," 5,132,000 "," 4,049,000 "," 1,554,000 "," 2,986,000 "," 5,253,000 "," 5,654,000 "," 4,511,000 "," 5,507,000 "," 1,753,000 "," 920,000 "," 5,964,000 "," 317,000 "," 4,723,000 "," 3,021,000 "," 4,552,000 "," 2,581,000 "," 3,840,000 "," 6,861,000 "," 5,139,000 "," 1,768,000 "," 2,315,000 "," 3,305,000 "," 6,364,000 "," 1,519,000 "," 432,000 "," 259,000 "," 5,934,000 "," 983,000 "
건영해법영어교습소,"서울특별시 관악구 신림로3길 40 , 210호, 211호 및 212호 일부 (신림동,건영아파트)",입시.검정 및 보습,보통교과,보습," 5,702,000 "," 2,522,000 "," 173,000 "," 1,223,000 "," 1,192,000 "," 5,467,000 "," 5,650,000 "," 1,109,000 "," 2,858,000 "," 4,067,000 "," 3,845,000 "," 279,000 "," 1,720,000 "," 4,098,000 "," 869,000 "," 5,959,000 "," 611,000 "," 3,947,000 "," 3,338,000 "," 2,328,000 "," 6,445,000 "," 2,540,000 "," 6,677,000 "," 632,000 "," 341,000 "," 3,973,000 "," 4,297,000 "," 4,443,000 "," 5,313,000 "," 110,000 "," 2,076,000 "," 6,189,000 "," 3,348,000 "," 6,346,000 "," 1,333,000 "," 4,020,000 "
건영해법영어교습소,"서울특별시 관악구 신림로3길 40 , 210호, 211호 및 212호 일부 (신림동,건영아파트)",입시.검정 및 보습,보통교과,보습," 5,509,000 "," 6,787,000 "," 4,251,000 "," 3,274,000 "," 6,551,000 "," 927,000 "," 3,010,000 "," 999,000 "," 3,268,000 "," 3,649,000 "," 1,403,000 "," 1,327,000 "," 2,934,000 "," 6,513,000 "," 2,382,000 "," 6,204,000 "," 2,240,000 "," 3,894,000 "," 542,000 "," 5,364,000 "," 6,957,000 "," 648,000 "," 1,584,000 "," 3,111,000 "," 1,089,000 "," 758,000 "," 2,484,000 "," 133,000 "," 6,954,000 "," 5,259,000 "," 4,890,000 "," 947,000 "," 4,248,000 "," 795,000 "," 5,938,000 "," 946,000 "
건영해법영어교습소,"서울특별시 관악구 신림로3길 40 , 210호, 211호 및 212호 일부 (신림동,건영아파트)",입시.검정 및 보습,보통교과,보습," 2,704,000 "," 1,756,000 "," 3,808,000 "," 5,036,000 "," 2,781,000 "," 6,034,000 "," 2,833,000 "," 427,000 "," 6,253,000 "," 500,000 "," 997,000 "," 5,516,000 "," 384,000 "," 6,885,000 "," 2,519,000 "," 3,240,000 "," 3,378,000 "," 5,584,000 "," 2,369,000 "," 3,717,000 "," 1,230,000 "," 350,000 "," 4,003,000 "," 1,633,000 "," 1,098,000 "," 5,234,000 "," 3,086,000 "," 6,559,000 "," 3,082,000 "," 5,722,000 "," 3,836,000 "," 2,158,000 "," 2,153,000 "," 4,693,000 "," 6,700,000 "," 1,985,000 "
건영해법영어교습소,"서울특별시 관악구 신림로3길 40 , 210호, 211호 및 212호 일부 (신림동,건영아파트)",입시.검정 및 보습,보통교과,보습," 1,883,000 "," 1,542,000 "," 5,916,000 "," 4,068,000 "," 2,461,000 "," 2,741,000 "," 623,000 "," 2,132,000 "," 3,868,000 "," 2,459,000 "," 4,088,000 "," 2,864,000 "," 194,000 "," 6,511,000 "," 4,073,000 "," 3,341,000 "," 1,352,000 "," 6,758,000 "," 1,958,000 "," 4,993,000 "," 5,058,000 "," 5,364,000 "," 1,016,000 "," 3,661,000 "," 1,869,000 "," 2,401,000 "," 5,704,000 "," 2,585,000 "," 603,000 "," 4,776,000 "," 170,000 "," 3,406,000 "," 6,123,000 "," 1,416,000 "," 5,141,000 "," 615,000 "
건영해법영어교습소,"서울특별시 관악구 신림로3길 40 , 210호, 211호 및 212호 일부 (신림동,건영아파트)",입시.검정 및 보습,보통교과,보습," 6,076,000 "," 5,665,000 "," 714,000 "," 5,668,000 "," 6,105,000 "," 1,405,000 "," 2,542,000 "," 484,000 "," 799,000 "," 3,679,000 "," 2,736,000 "," 2,841,000 "," 6,323,000 "," 1,688,000 "," 3,167,000 "," 3,667,000 "," 734,000 "," 4,785,000 "," 5,628,000 "," 650,000 "," 6,415,000 "," 2,633,000 "," 180,000 "," 941,000 "," 148,000 "," 4,936,000 "," 2,311,000 "," 4,876,000 "," 3,938,000 "," 5,861,000 "," 260,000 "," 5,323,000 "," 5,937,000 "," 667,000 "," 6,741,000 "," 561,000 "
동작솔루니논술교습소,서울특별시 동작구 여의대방로 28 현대상가 112동 A동 205호(신대방동),입시.검정 및 보습,보통교과,보습·논술," 3,263,000 "," 4,631,000 "," 5,628,000 "," 4,117,000 "," 6,106,000 "," 3,157,000 "," 756,000 "," 379,000 "," 184,000 "," 1,586,000 "," 1,085,000 "," 326,000 "," 3,345,000 "," 6,928,000 "," 2,447,000 "," 566,000 "," 845,000 "," 2,963,000 "," 5,440,000 "," 2,029,000 "," 5,705,000 "," 4,976,000 "," 5,879,000 "," 1,189,000 "," 2,264,000 "," 2,378,000 "," 6,592,000 "," 3,664,000 "," 3,320,000 "," 1,728,000 "," 1,064,000 "," 1,316,000 "," 1,958,000 "," 3,292,000 "," 1,607,000 "," 6,644,000 "
동작솔루니논술교습소,서울특별시 동작구 여의대방로 28 현대상가 112동 A동 205호(신대방동),입시.검정 및 보습,보통교과,보습·논술," 2,868,000 "," 4,014,000 "," 2,960,000 "," 306,000 "," 4,899,000 "," 1,764,000 "," 5,067,000 "," 1,818,000 "," 4,187,000 "," 6,980,000 "," 5,026,000 "," 5,889,000 "," 4,187,000 "," 2,277,000 "," 1,869,000 "," 117,000 "," 3,261,000 "," 440,000 "," 485,000 "," 1,057,000 "," 2,324,000 "," 3,442,000 "," 1,952,000 "," 280,000 "," 3,164,000 "," 4,335,000 "," 4,108,000 "," 1,727,000 "," 1,918,000 "," 1,589,000 "," 376,000 "," 6,900,000 "," 4,940,000 "," 1,880,000 "," 3,447,000 "," 6,233,000 "
동작솔루니논술교습소,서울특별시 동작구 여의대방로 28 현대상가 112동 A동 205호(신대방동),입시.검정 및 보습,보통교과,보습·논술," 6,448,000 "," 6,887,000 "," 4,184,000 "," 668,000 "," 1,661,000 "," 2,899,000 "," 1,751,000 "," 6,679,000 "," 3,478,000 "," 4,312,000 "," 518,000 "," 1,620,000 "," 670,000 "," 4,341,000 "," 6,118,000 "," 3,368,000 "," 4,900,000 "," 1,860,000 "," 5,159,000 "," 3,114,000 "," 865,000 "," 1,360,000 "," 439,000 "," 955,000 "," 3,543,000 "," 3,815,000 "," 4,185,000 "," 4,260,000 "," 1,863,000 "," 2,235,000 "," 5,983,000 "," 6,126,000 "," 5,657,000 "," 2,718,000 "," 5,973,000 "," 2,156,000 "
하음음악교습소,서울특별시 관악구 관악로28길 44 2층 (봉천동),예능(대),예능(중),음악," 3,307,000 "," 3,335,000 "," 1,299,000 "," 1,340,000 "," 4,056,000 "," 862,000 "," 1,100,000 "," 5,852,000 "," 5,357,000 "," 2,748,000 "," 4,488,000 "," 4,304,000 "," 4,600,000 "," 4,856,000 "," 822,000 "," 5,376,000 "," 1,219,000 "," 5,008,000 "," 5,529,000 "," 1,078,000 "," 4,872,000 "," 4,479,000 "," 1,729,000 "," 6,068,000 "," 2,629,000 "," 6,089,000 "," 547,000 "," 3,015,000 "," 1,813,000 "," 5,361,000 "," 5,772,000 "," 2,981,000 "," 5,144,000 "," 4,409,000 "," 6,021,000 "," 2,161,000 "
하음음악교습소,서울특별시 관악구 관악로28길 44 2층 (봉천동),예능(대),예능(중),음악," 1,698,000 "," 4,287,000 "," 3,492,000 "," 4,176,000 "," 3,042,000 "," 1,037,000 "," 1,954,000 "," 3,843,000 "," 4,022,000 "," 3,246,000 "," 6,603,000 "," 4,235,000 "," 3,505,000 "," 5,527,000 "," 5,618,000 "," 4,817,000 "," 4,732,000 "," 6,353,000 "," 3,455,000 "," 6,279,000 "," 6,028,000 "," 4,179,000 "," 4,968,000 "," 3,253,000 "," 6,880,000 "," 116,000 "," 2,526,000 "," 2,802,000 "," 6,474,000 "," 1,186,000 "," 857,000 "," 5,296,000 "," 2,083,000 "," 5,237,000 "," 4,739,000 "," 149,000 "
하음음악교습소,서울특별시 관악구 관악로28길 44 2층 (봉천동),예능(대),예능(중),음악," 154,000 "," 3,515,000 "," 2,681,000 "," 709,000 "," 141,000 "," 4,234,000 "," 732,000 "," 5,898,000 "," 5,426,000 "," 6,959,000 "," 6,337,000 "," 827,000 "," 4,828,000 "," 855,000 "," 6,178,000 "," 1,937,000 "," 3,788,000 "," 3,154,000 "," 6,473,000 "," 2,107,000 "," 6,673,000 "," 3,069,000 "," 6,160,000 "," 1,776,000 "," 5,059,000 "," 1,421,000 "," 3,461,000 "," 4,664,000 "," 4,455,000 "," 6,072,000 "," 4,862,000 "," 1,912,000 "," 2,211,000 "," 5,483,000 "," 5,523,000 "," 5,501,000 "
하음음악교습소,서울특별시 관악구 관악로28길 44 2층 (봉천동),예능(대),예능(중),음악," 2,665,000 "," 1,846,000 "," 3,437,000 "," 1,741,000 "," 5,804,000 "," 4,418,000 "," 1,566,000 "," 3,341,000 "," 6,301,000 "," 4,388,000 "," 1,685,000 "," 6,888,000 "," 1,432,000 "," 2,236,000 "," 1,120,000 "," 2,860,000 "," 1,223,000 "," 6,247,000 "," 224,000 "," 3,670,000 "," 770,000 "," 2,234,000 "," 683,000 "," 631,000 "," 2,755,000 "," 113,000 "," 4,188,000 "," 3,171,000 "," 2,595,000 "," 2,247,000 "," 4,388,000 "," 4,027,000 "," 1,512,000 "," 1,729,000 "," 692,000 "," 3,123,000 "
하음음악교습소,서울특별시 관악구 관악로28길 44 2층 (봉천동),예능(대),예능(중),음악," 400,000 "," 3,749,000 "," 6,332,000 "," 3,353,000 "," 6,108,000 "," 2,740,000 "," 4,734,000 "," 3,122,000 "," 2,430,000 "," 2,092,000 "," 2,303,000 "," 1,569,000 "," 3,200,000 "," 4,511,000 "," 6,335,000 "," 5,701,000 "," 494,000 "," 6,041,000 "," 4,993,000 "," 5,021,000 "," 2,368,000 "," 1,816,000 "," 821,000 "," 5,214,000 "," 2,660,000 "," 6,302,000 "," 4,600,000 "," 2,331,000 "," 5,812,000 "," 1,847,000 "," 4,588,000 "," 3,622,000 "," 4,102,000 "," 5,586,000 "," 4,877,000 "," 6,142,000 "
하음음악교습소,서울특별시 관악구 관악로28길 44 2층 (봉천동),예능(대),예능(중),음악," 4,774,000 "," 4,967,000 "," 806,000 "," 2,693,000 "," 2,629,000 "," 6,986,000 "," 487,000 "," 3,718,000 "," 965,000 "," 4,156,000 "," 6,862,000 "," 335,000 "," 817,000 "," 6,144,000 "," 6,121,000 "," 3,744,000 "," 742,000 "," 4,148,000 "," 2,607,000 "," 2,100,000 "," 1,747,000 "," 634,000 "," 5,387,000 "," 4,933,000 "," 998,000 "," 3,281,000 "," 6,192,000 "," 3,736,000 "," 1,575,000 "," 5,810,000 "," 388,000 "," 119,000 "," 600,000 "," 6,874,000 "," 696,000 "," 685,000 "
하음음악교습소,서울특별시 관악구 관악로28길 44 2층 (봉천동),예능(대),예능(중),음악," 3,973,000 "," 1,045,000 "," 6,837,000 "," 1,962,000 "," 1,426,000 "," 6,347,000 "," 2,281,000 "," 3,445,000 "," 6,769,000 "," 289,000 "," 5,523,000 "," 5,152,000 "," 1,492,000 "," 3,306,000 "," 4,095,000 "," 1,410,000 "," 5,552,000 "," 836,000 "," 4,437,000 "," 685,000 "," 5,072,000 "," 432,000 "," 3,140,000 "," 561,000 "," 2,085,000 "," 1,991,000 "," 4,200,000 "," 5,251,000 "," 2,490,000 "," 1,757,000 "," 3,023,000 "," 2,928,000 "," 1,068,000 "," 1,969,000 "," 2,831,000 "," 6,083,000 "
하음음악교습소,서울특별시 관악구 관악로28길 44 2층 (봉천동),예능(대),예능(중),음악," 319,000 "," 2,543,000 "," 142,000 "," 5,579,000 "," 4,239,000 "," 2,679,000 "," 2,112,000 "," 128,000 "," 5,421,000 "," 5,213,000 "," 5,254,000 "," 6,623,000 "," 4,197,000 "," 630,000 "," 3,184,000 "," 2,507,000 "," 5,671,000 "," 5,300,000 "," 5,723,000 "," 6,453,000 "," 3,771,000 "," 5,269,000 "," 2,745,000 "," 663,000 "," 6,532,000 "," 3,813,000 "," 5,350,000 "," 812,000 "," 970,000 "," 5,064,000 "," 3,942,000 "," 293,000 "," 1,917,000 "," 5,848,000 "," 3,767,000 "," 5,969,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 4,376,000 "," 129,000 "," 1,531,000 "," 5,039,000 "," 1,566,000 "," 2,846,000 "," 5,814,000 "," 3,854,000 "," 1,161,000 "," 2,535,000 "," 6,647,000 "," 5,411,000 "," 3,039,000 "," 976,000 "," 5,032,000 "," 567,000 "," 6,051,000 "," 4,552,000 "," 820,000 "," 6,366,000 "," 3,597,000 "," 4,836,000 "," 4,896,000 "," 6,239,000 "," 2,639,000 "," 1,161,000 "," 5,697,000 "," 4,101,000 "," 1,790,000 "," 5,271,000 "," 514,000 "," 510,000 "," 6,092,000 "," 3,412,000 "," 1,155,000 "," 909,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 4,465,000 "," 2,974,000 "," 2,987,000 "," 6,984,000 "," 930,000 "," 6,019,000 "," 1,936,000 "," 734,000 "," 571,000 "," 4,218,000 "," 3,799,000 "," 1,507,000 "," 5,183,000 "," 6,733,000 "," 2,513,000 "," 6,182,000 "," 5,853,000 "," 4,831,000 "," 2,649,000 "," 6,978,000 "," 3,798,000 "," 730,000 "," 5,715,000 "," 1,028,000 "," 556,000 "," 2,746,000 "," 3,161,000 "," 2,659,000 "," 5,556,000 "," 4,692,000 "," 304,000 "," 2,502,000 "," 3,797,000 "," 4,214,000 "," 2,369,000 "," 3,007,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 548,000 "," 6,620,000 "," 4,344,000 "," 6,835,000 "," 1,008,000 "," 4,795,000 "," 155,000 "," 739,000 "," 5,901,000 "," 6,129,000 "," 261,000 "," 1,722,000 "," 5,422,000 "," 5,020,000 "," 130,000 "," 4,543,000 "," 6,965,000 "," 5,790,000 "," 6,300,000 "," 5,947,000 "," 6,464,000 "," 5,903,000 "," 5,346,000 "," 6,178,000 "," 6,866,000 "," 3,593,000 "," 646,000 "," 4,156,000 "," 6,252,000 "," 6,130,000 "," 5,366,000 "," 2,409,000 "," 5,037,000 "," 2,259,000 "," 1,078,000 "," 4,304,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 4,656,000 "," 1,339,000 "," 1,348,000 "," 5,753,000 "," 590,000 "," 5,151,000 "," 1,291,000 "," 6,261,000 "," 4,713,000 "," 3,303,000 "," 101,000 "," 425,000 "," 5,726,000 "," 4,981,000 "," 3,759,000 "," 6,694,000 "," 4,980,000 "," 5,564,000 "," 6,939,000 "," 1,145,000 "," 2,714,000 "," 6,051,000 "," 4,680,000 "," 6,506,000 "," 4,523,000 "," 3,828,000 "," 6,740,000 "," 4,473,000 "," 2,708,000 "," 1,203,000 "," 5,467,000 "," 6,818,000 "," 5,817,000 "," 5,533,000 "," 1,952,000 "," 2,867,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 1,590,000 "," 874,000 "," 124,000 "," 5,613,000 "," 3,891,000 "," 893,000 "," 1,575,000 "," 5,918,000 "," 2,756,000 "," 5,801,000 "," 482,000 "," 3,064,000 "," 3,633,000 "," 3,484,000 "," 2,823,000 "," 4,326,000 "," 3,049,000 "," 3,702,000 "," 274,000 "," 1,959,000 "," 3,808,000 "," 2,707,000 "," 2,507,000 "," 5,231,000 "," 3,731,000 "," 6,169,000 "," 2,202,000 "," 4,736,000 "," 1,135,000 "," 2,801,000 "," 6,354,000 "," 4,880,000 "," 3,193,000 "," 530,000 "," 5,542,000 "," 1,398,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 2,607,000 "," 2,912,000 "," 149,000 "," 3,417,000 "," 6,317,000 "," 4,672,000 "," 3,751,000 "," 3,942,000 "," 5,691,000 "," 6,596,000 "," 3,595,000 "," 2,302,000 "," 4,862,000 "," 2,971,000 "," 5,191,000 "," 2,072,000 "," 1,335,000 "," 2,419,000 "," 1,209,000 "," 2,385,000 "," 544,000 "," 535,000 "," 2,165,000 "," 5,925,000 "," 3,327,000 "," 3,605,000 "," 1,584,000 "," 2,086,000 "," 2,659,000 "," 5,088,000 "," 5,063,000 "," 1,194,000 "," 6,803,000 "," 3,664,000 "," 2,391,000 "," 5,659,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 4,882,000 "," 4,323,000 "," 3,223,000 "," 6,538,000 "," 986,000 "," 342,000 "," 1,146,000 "," 874,000 "," 2,432,000 "," 1,127,000 "," 3,986,000 "," 573,000 "," 3,554,000 "," 5,097,000 "," 5,190,000 "," 261,000 "," 4,706,000 "," 3,569,000 "," 905,000 "," 3,242,000 "," 5,305,000 "," 1,335,000 "," 5,615,000 "," 3,398,000 "," 1,218,000 "," 4,649,000 "," 3,761,000 "," 6,606,000 "," 5,009,000 "," 2,457,000 "," 1,335,000 "," 1,978,000 "," 351,000 "," 4,803,000 "," 2,114,000 "," 2,617,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 6,328,000 "," 3,334,000 "," 5,029,000 "," 2,455,000 "," 6,511,000 "," 5,135,000 "," 2,262,000 "," 5,459,000 "," 3,282,000 "," 5,309,000 "," 3,847,000 "," 2,991,000 "," 5,761,000 "," 4,926,000 "," 3,785,000 "," 3,665,000 "," 4,417,000 "," 5,487,000 "," 6,536,000 "," 1,049,000 "," 5,752,000 "," 6,302,000 "," 4,217,000 "," 6,866,000 "," 3,556,000 "," 5,386,000 "," 4,800,000 "," 6,465,000 "," 2,373,000 "," 5,104,000 "," 6,699,000 "," 6,491,000 "," 5,569,000 "," 3,931,000 "," 5,015,000 "," 1,618,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 4,290,000 "," 4,763,000 "," 6,088,000 "," 2,133,000 "," 5,943,000 "," 503,000 "," 4,992,000 "," 6,069,000 "," 4,231,000 "," 6,836,000 "," 5,808,000 "," 3,135,000 "," 4,209,000 "," 667,000 "," 3,870,000 "," 6,503,000 "," 6,701,000 "," 5,430,000 "," 4,607,000 "," 2,544,000 "," 5,149,000 "," 5,552,000 "," 6,690,000 "," 4,148,000 "," 1,961,000 "," 6,196,000 "," 419,000 "," 2,283,000 "," 5,836,000 "," 1,096,000 "," 3,174,000 "," 3,316,000 "," 5,988,000 "," 3,824,000 "," 250,000 "," 1,755,000 "
선율음악교습소,서울특별시 동작구 동작대로 29길 110 신동아아파트상가 215호(사당동),예능(대),예능(중),음악," 5,729,000 "," 2,247,000 "," 4,322,000 "," 1,565,000 "," 521,000 "," 4,272,000 "," 2,776,000 "," 129,000 "," 4,679,000 "," 4,367,000 "," 5,683,000 "," 3,442,000 "," 4,542,000 "," 186,000 "," 5,612,000 "," 4,742,000 "," 1,140,000 "," 989,000 "," 6,855,000 "," 5,214,000 "," 4,542,000 "," 953,000 "," 4,986,000 "," 5,875,000 "," 4,520,000 "," 3,785,000 "," 1,673,000 "," 6,573,000 "," 3,815,000 "," 4,432,000 "," 5,571,000 "," 5,973,000 "," 5,309,000 "," 4,940,000 "," 6,261,000 "," 3,975,000 "
가을미술교습소,서울특별시 관악구 난곡로 50 자연빌딩5층 (신림동),예능(대),예능(중),미술," 3,899,000 "," 2,817,000 "," 4,504,000 "," 5,135,000 "," 4,893,000 "," 6,262,000 "," 2,567,000 "," 323,000 "," 4,957,000 "," 3,047,000 "," 5,471,000 "," 5,442,000 "," 705,000 "," 4,563,000 "," 1,982,000 "," 2,248,000 "," 1,264,000 "," 3,656,000 "," 3,011,000 "," 6,537,000 "," 2,605,000 "," 2,970,000 "," 1,962,000 "," 4,413,000 "," 6,691,000 "," 1,507,000 "," 5,227,000 "," 2,708,000 "," 567,000 "," 6,160,000 "," 2,914,000 "," 2,330,000 "," 5,703,000 "," 1,767,000 "," 3,465,000 "," 1,562,000 "
가을미술교습소,서울특별시 관악구 난곡로 50 자연빌딩5층 (신림동),예능(대),예능(중),미술," 543,000 "," 5,601,000 "," 2,372,000 "," 4,880,000 "," 6,424,000 "," 6,622,000 "," 1,769,000 "," 2,529,000 "," 6,181,000 "," 1,615,000 "," 958,000 "," 3,121,000 "," 6,149,000 "," 1,202,000 "," 1,565,000 "," 4,305,000 "," 2,398,000 "," 4,742,000 "," 856,000 "," 5,897,000 "," 6,543,000 "," 3,957,000 "," 5,795,000 "," 207,000 "," 1,426,000 "," 6,201,000 "," 261,000 "," 6,141,000 "," 2,957,000 "," 2,808,000 "," 6,510,000 "," 715,000 "," 6,623,000 "," 5,271,000 "," 1,348,000 "," 4,515,000 "
가을미술교습소,서울특별시 관악구 난곡로 50 자연빌딩5층 (신림동),예능(대),예능(중),미술," 1,719,000 "," 2,590,000 "," 547,000 "," 6,735,000 "," 3,956,000 "," 6,768,000 "," 4,266,000 "," 6,025,000 "," 4,210,000 "," 4,531,000 "," 3,647,000 "," 4,981,000 "," 5,793,000 "," 4,397,000 "," 1,881,000 "," 2,901,000 "," 740,000 "," 2,098,000 "," 3,386,000 "," 6,623,000 "," 2,846,000 "," 5,149,000 "," 2,014,000 "," 2,340,000 "," 3,104,000 "," 896,000 "," 6,128,000 "," 1,463,000 "," 1,206,000 "," 3,524,000 "," 6,163,000 "," 2,319,000 "," 2,461,000 "," 1,468,000 "," 6,363,000 "," 3,855,000 "
칸타빌레음악교습소,서울특별시 관악구 은천로25길 69 에이플러스프라자105호 (봉천동),예능(대),예능(중),음악," 3,061,000 "," 2,122,000 "," 5,327,000 "," 6,117,000 "," 1,028,000 "," 6,831,000 "," 1,304,000 "," 3,908,000 "," 1,065,000 "," 3,419,000 "," 1,873,000 "," 4,350,000 "," 5,948,000 "," 3,923,000 "," 5,762,000 "," 6,600,000 "," 2,099,000 "," 4,482,000 "," 6,789,000 "," 2,744,000 "," 4,721,000 "," 494,000 "," 6,657,000 "," 523,000 "," 1,361,000 "," 5,858,000 "," 3,009,000 "," 4,372,000 "," 4,483,000 "," 1,337,000 "," 349,000 "," 3,260,000 "," 1,471,000 "," 5,322,000 "," 5,647,000 "," 6,068,000 "
칸타빌레음악교습소,서울특별시 관악구 은천로25길 69 에이플러스프라자105호 (봉천동),예능(대),예능(중),음악," 4,391,000 "," 2,970,000 "," 6,532,000 "," 3,361,000 "," 5,789,000 "," 4,603,000 "," 2,126,000 "," 6,277,000 "," 2,727,000 "," 5,256,000 "," 2,863,000 "," 2,174,000 "," 3,301,000 "," 6,523,000 "," 6,602,000 "," 4,545,000 "," 5,976,000 "," 438,000 "," 5,544,000 "," 176,000 "," 5,547,000 "," 1,405,000 "," 585,000 "," 897,000 "," 5,139,000 "," 3,273,000 "," 1,223,000 "," 1,148,000 "," 4,604,000 "," 1,441,000 "," 480,000 "," 4,963,000 "," 6,391,000 "," 1,723,000 "," 2,695,000 "," 4,497,000 "
칸타빌레음악교습소,서울특별시 관악구 은천로25길 69 에이플러스프라자105호 (봉천동),예능(대),예능(중),음악," 1,188,000 "," 4,366,000 "," 295,000 "," 3,663,000 "," 3,740,000 "," 724,000 "," 5,116,000 "," 5,842,000 "," 519,000 "," 5,459,000 "," 717,000 "," 3,607,000 "," 5,593,000 "," 4,463,000 "," 1,976,000 "," 4,241,000 "," 5,270,000 "," 1,583,000 "," 4,232,000 "," 1,938,000 "," 3,933,000 "," 6,948,000 "," 2,951,000 "," 6,156,000 "," 914,000 "," 3,119,000 "," 1,507,000 "," 6,472,000 "," 6,781,000 "," 3,085,000 "," 3,825,000 "," 4,012,000 "," 5,969,000 "," 3,946,000 "," 3,199,000 "," 4,875,000 "
칸타빌레음악교습소,서울특별시 관악구 은천로25길 69 에이플러스프라자105호 (봉천동),예능(대),예능(중),음악," 1,064,000 "," 3,839,000 "," 1,034,000 "," 4,709,000 "," 3,071,000 "," 4,201,000 "," 6,777,000 "," 318,000 "," 5,892,000 "," 269,000 "," 858,000 "," 4,144,000 "," 4,689,000 "," 3,875,000 "," 5,709,000 "," 1,175,000 "," 6,073,000 "," 5,385,000 "," 4,572,000 "," 6,992,000 "," 4,831,000 "," 6,732,000 "," 5,153,000 "," 5,001,000 "," 5,045,000 "," 5,464,000 "," 3,742,000 "," 6,272,000 "," 5,311,000 "," 2,219,000 "," 2,765,000 "," 3,429,000 "," 6,395,000 "," 5,903,000 "," 4,103,000 "," 4,375,000 "
칸타빌레음악교습소,서울특별시 관악구 은천로25길 69 에이플러스프라자105호 (봉천동),예능(대),예능(중),음악," 6,471,000 "," 3,896,000 "," 2,139,000 "," 174,000 "," 3,189,000 "," 2,334,000 "," 6,554,000 "," 2,629,000 "," 4,418,000 "," 1,395,000 "," 2,432,000 "," 2,395,000 "," 712,000 "," 1,588,000 "," 5,836,000 "," 2,238,000 "," 3,657,000 "," 6,352,000 "," 5,961,000 "," 3,570,000 "," 6,883,000 "," 4,103,000 "," 1,197,000 "," 3,922,000 "," 476,000 "," 4,128,000 "," 905,000 "," 4,986,000 "," 2,300,000 "," 6,189,000 "," 5,393,000 "," 3,618,000 "," 3,547,000 "," 4,257,000 "," 1,564,000 "," 5,603,000 "
